EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,YEAR,LOGWKS 
7,50,1,1,0,1,1,0,1,11,0,6.4815800,1,3.9120230 
8,48,1,1,0,1,1,0,1,11,0,6.5861700,2,3.8712010 
9,44,1,1,0,1,1,0,1,11,0,6.6605800,3,3.7841896 
10,50,1,1,0,1,1,0,1,11,0,6.7696400,4,3.9120230 
11,50,1,1,0,1,1,0,1,11,0,6.8875500,5,3.9120230 
12,48,1,1,0,1,1,0,1,11,0,6.9735400,6,3.8712010 
13,49,1,1,0,1,1,0,1,11,0,7.0833900,7,3.8918203 
11,50,1,1,0,1,1,0,1,11,0,6.3421200,1,3.9120230 
12,50,1,1,0,1,1,0,1,11,0,6.5582000,2,3.9120230 
13,50,1,1,0,1,1,0,1,11,0,6.6656800,3,3.9120230 
14,50,1,1,0,1,1,0,1,11,0,6.7546000,4,3.9120230 
15,50,1,1,0,1,1,0,1,11,0,6.8330300,5,3.9120230 
16,48,1,1,0,1,1,0,1,11,0,6.9353700,6,3.8712010 
17,37,1,1,0,1,1,0,1,11,0,7.0076000,7,3.6109179 
9,34,1,1,0,1,0,1,0,12,0,5.9401700,1,3.5263605 
10,48,1,1,0,1,0,1,0,12,0,5.8861000,2,3.8712010 
11,47,1,1,0,1,0,1,0,12,0,6.0637900,3,3.8501476 
12,45,1,1,0,1,0,1,0,12,0,5.9080800,4,3.8066625 
13,49,1,1,0,1,0,1,0,12,0,6.2480400,5,3.8918203 
14,48,1,1,0,1,0,1,0,12,0,6.5027900,6,3.8712010 
15,45,1,1,0,1,0,1,0,12,0,6.4677000,7,3.8066625 
34,45,1,0,0,1,0,0,0,12,0,6.8023900,1,3.8066625 
35,48,1,0,0,1,0,0,0,12,0,6.8341100,2,3.8712010 
36,47,1,0,0,1,0,0,1,12,0,6.8936600,3,3.8501476 
37,46,1,0,0,1,0,0,0,12,0,6.8936600,4,3.8286414 
38,49,1,0,0,1,0,0,0,12,0,7.0139200,5,3.8918203 
39,48,1,0,0,1,0,0,1,12,0,7.1701200,6,3.8712010 
40,46,1,0,0,1,0,0,1,12,0,7.2998000,7,3.8286414 
8,48,1,0,0,1,1,0,1,12,0,6.5235600,1,3.8712010 
9,52,1,0,0,1,1,0,1,12,0,6.5539300,2,3.9512437 
10,51,1,0,0,1,1,0,1,12,0,6.5539300,3,3.9318256 
11,49,1,0,0,1,1,0,1,12,0,6.7833300,4,3.8918203 
12,50,0,0,0,1,1,0,0,12,0,7.0475200,5,3.9120230 
13,49,0,0,0,1,1,0,0,12,0,7.0255400,6,3.8918203 
14,49,0,0,0,1,1,0,0,12,0,7.2078600,7,3.8918203 
24,49,1,0,0,0,1,0,0,8,0,6.1092500,1,3.8918203 
25,49,1,0,0,1,1,0,0,8,0,6.2045600,2,3.8918203 
26,49,1,0,0,1,1,0,0,8,0,6.1944100,3,3.8918203 
27,50,1,1,0,1,1,0,0,8,0,6.2822700,4,3.9120230 
28,49,1,1,0,1,1,0,0,8,0,6.3543700,5,3.8918203 
29,49,1,1,0,1,1,0,0,8,0,6.4997900,6,3.8918203 
30,51,1,1,0,1,1,0,0,8,0,6.5582000,7,3.9318256 
23,49,0,1,1,0,1,0,0,11,0,6.5147100,1,3.8918203 
24,48,0,1,1,0,1,0,0,11,0,6.5957800,2,3.8712010 
25,46,0,1,1,0,1,0,0,11,0,6.6656800,3,3.8286414 
26,48,0,1,1,0,1,0,0,11,0,6.5998700,4,3.8712010 
27,48,0,1,1,0,1,0,0,11,0,6.8875500,5,3.8712010 
28,48,0,0,1,0,1,0,0,11,0,6.9527300,6,3.8712010 
29,49,0,0,1,0,1,0,0,11,0,6.9565500,7,3.8918203 
34,52,1,0,0,1,1,0,1,10,0,5.9375400,1,3.9512437 
35,50,1,0,0,1,1,0,1,10,0,6.0845000,2,3.9120230 
36,50,1,0,0,1,1,0,1,10,0,6.0614600,3,3.9120230 
37,51,1,0,0,1,1,0,1,10,0,6.2146100,4,3.9318256 
38,50,1,0,0,1,1,0,1,10,0,6.2146100,5,3.9120230 
39,50,1,0,0,1,1,0,1,10,0,6.3026200,6,3.9120230 
40,50,1,0,0,1,1,0,1,10,0,6.3969300,7,3.9120230 
12,41,0,0,1,1,1,0,0,17,0,6.5147100,1,3.7135721 
13,41,0,0,1,1,1,0,0,17,0,6.6133800,2,3.7135721 
14,43,0,0,1,1,1,0,0,17,0,6.7153800,3,3.7612001 
15,41,0,0,1,1,1,0,0,17,0,6.8189200,4,3.7135721 
16,42,0,0,1,1,1,0,0,17,0,6.9565500,5,3.7376696 
17,40,0,0,1,1,1,0,0,17,0,7.0475200,6,3.6888795 
18,51,0,0,1,1,1,0,0,17,0,6.8543500,7,3.9318256 
21,47,1,0,0,1,1,0,0,14,0,6.3171600,1,3.8501476 
22,47,1,0,0,1,1,0,0,14,0,6.6958000,2,3.8501476 
23,47,1,0,0,1,1,0,0,14,0,6.8156400,3,3.8501476 
24,46,1,0,0,1,1,0,0,14,0,6.8721300,4,3.8286414 
25,47,1,0,0,1,1,0,0,14,0,7.1066100,5,3.8501476 
26,47,1,0,0,1,1,0,0,14,0,7.0967200,6,3.8501476 
27,46,1,0,0,1,1,0,0,14,0,7.2004200,7,3.8286414 
7,47,1,0,0,0,1,0,1,12,0,6.4997900,1,3.8501476 
8,41,1,0,0,0,1,0,1,12,0,6.7274300,2,3.7135721 
9,44,1,0,0,0,1,0,1,12,0,6.7153800,3,3.7841896 
10,50,1,0,0,0,0,0,1,12,0,6.7787800,4,3.9120230 
11,44,1,0,0,0,0,0,1,12,0,6.9127400,5,3.7841896 
12,43,1,0,0,0,1,0,1,12,0,6.9324500,6,3.7612001 
13,43,1,0,0,0,1,0,1,12,0,7.4085300,7,3.7612001 
29,50,0,1,0,0,1,0,0,12,0,6.3279400,1,3.9120230 
30,49,0,1,0,0,1,0,0,12,0,6.4457200,2,3.8918203 
31,49,0,1,0,0,1,0,0,12,0,6.4536200,3,3.8918203 
32,49,0,1,0,0,1,0,0,12,0,6.5072800,4,3.8918203 
33,49,0,1,0,0,1,0,0,12,0,6.6970300,5,3.8918203 
34,49,0,1,0,0,1,0,0,12,0,6.8134400,6,3.8918203 
35,49,0,1,0,0,1,0,0,12,0,6.8564600,7,3.8918203 
36,39,1,0,0,1,1,0,0,6,0,6.1633100,1,3.6635616 
37,44,1,0,0,1,1,0,0,6,0,6.3969300,2,3.7841896 
38,25,1,1,0,1,1,0,0,6,0,5.9558400,3,3.2188758 
39,51,1,1,0,1,1,0,0,6,0,6.0753500,4,3.9318256 
40,50,1,1,0,1,1,0,0,6,0,6.2634000,5,3.9120230 
41,49,1,1,0,1,1,0,0,6,0,6.3368300,6,3.8918203 
42,37,1,1,0,1,1,0,0,6,0,6.4216200,7,3.6109179 
13,48,0,0,0,1,0,1,0,17,0,6.6783400,1,3.8712010 
14,50,0,0,0,1,0,1,0,17,0,6.6846100,2,3.9120230 
15,48,0,0,0,1,0,1,0,17,0,6.8564600,3,3.8712010 
16,48,0,0,0,1,0,1,0,17,0,6.8564600,4,3.8712010 
17,47,0,0,0,1,0,1,0,17,0,6.9077600,5,3.8501476 
18,47,0,0,0,1,0,1,0,17,0,7.0475200,6,3.8501476 
19,45,0,0,0,1,0,1,0,17,0,7.2793200,7,3.8066625 
40,49,1,1,0,1,0,1,0,12,0,5.9269300,1,3.8918203 
41,52,1,1,0,1,0,1,0,12,0,5.9914600,2,3.9512437 
42,49,1,1,0,1,0,1,0,12,0,5.8579300,3,3.8918203 
43,50,1,1,0,1,0,1,0,12,0,6.0799300,4,3.9120230 
44,50,1,1,0,1,0,1,0,12,0,6.2146100,5,3.9120230 
45,49,0,1,0,1,0,1,0,12,0,6.4377500,6,3.8918203 
46,49,1,1,0,1,0,1,0,12,0,6.5553600,7,3.8918203 
3,37,0,0,0,1,1,0,1,16,0,6.2146100,1,3.6109179 
4,39,0,0,0,1,1,0,1,16,0,6.3801200,2,3.6635616 
5,36,0,0,0,1,1,0,1,16,0,6.3543700,3,3.5835189 
6,39,0,0,0,1,1,0,1,16,0,6.4769700,4,3.6635616 
7,37,0,0,0,1,1,0,1,16,0,6.4377500,5,3.6109179 
8,38,0,0,0,0,1,0,1,16,0,6.5294200,6,3.6375862 
9,38,0,0,0,0,1,0,1,16,0,6.6846100,7,3.6375862 
28,50,1,1,0,1,1,0,1,12,0,6.2441700,1,3.9120230 
29,38,1,1,0,1,1,0,1,12,0,6.3456400,2,3.6375862 
30,49,1,1,0,1,1,0,1,12,0,6.4216200,3,3.8918203 
31,48,1,1,0,1,1,0,1,12,0,6.5147100,4,3.8712010 
32,49,1,1,0,1,1,0,0,12,0,6.5861700,5,3.8918203 
33,48,1,1,0,1,1,0,1,12,0,6.6846100,6,3.8712010 
34,30,1,1,0,1,1,0,1,12,0,6.7511000,7,3.4011974 
24,46,1,1,0,1,1,0,1,12,0,6.2344100,1,3.8286414 
25,51,1,1,0,1,1,0,1,12,0,6.3189700,2,3.9318256 
26,49,1,1,0,1,1,0,1,12,0,6.4216200,3,3.8918203 
27,49,1,1,0,1,1,0,1,12,0,6.4937500,4,3.8918203 
28,49,1,1,0,1,1,0,1,12,0,6.5510800,5,3.8918203 
29,49,1,1,0,1,1,0,1,12,0,7.0030700,6,3.8918203 
30,49,1,1,0,1,1,0,1,12,0,6.8101400,7,3.8918203 
40,49,0,1,0,1,1,0,0,17,0,6.9057500,1,3.8918203 
41,48,0,1,0,1,1,0,0,17,0,6.9057500,2,3.8712010 
42,48,0,1,0,1,1,0,0,17,0,7.3132200,3,3.8712010 
43,49,0,0,0,1,1,0,0,17,0,7.3132200,4,3.8918203 
44,49,0,1,0,1,1,0,0,17,0,7.3132200,5,3.8918203 
45,49,0,1,0,1,1,0,0,17,0,7.3777600,6,3.8918203 
46,50,0,1,0,1,1,0,0,17,0,7.3777600,7,3.9120230 
44,40,1,0,1,1,0,1,0,9,1,5.3936300,1,3.6888795 
45,35,1,0,1,1,0,1,0,9,1,5.4380800,2,3.5553481 
46,39,1,0,1,1,0,1,0,9,1,4.6051700,3,3.6635616 
47,40,1,0,1,1,0,1,0,9,1,5.0814000,4,3.6888795 
48,39,1,0,1,1,0,1,0,9,1,5.2730000,5,3.6635616 
49,38,1,0,1,1,0,1,0,9,1,5.8141300,6,3.6375862 
50,37,1,0,1,1,0,1,0,9,1,5.7493900,7,3.6109179 
10,50,1,1,0,1,1,0,0,12,0,6.5294200,1,3.9120230 
11,50,1,1,0,1,1,0,0,12,0,6.6200700,2,3.9120230 
12,49,1,1,0,1,1,0,0,12,0,6.4599000,3,3.8918203 
13,52,0,1,1,1,1,0,0,12,0,7.0030700,4,3.9512437 
14,51,0,1,1,1,1,0,0,12,0,7.2078600,5,3.9318256 
15,50,0,1,0,0,1,0,0,12,0,7.4673700,6,3.9120230 
16,51,0,1,0,0,1,0,0,12,0,7.1491300,7,3.9318256 
29,49,0,0,0,1,1,0,0,16,0,6.6528600,1,3.8918203 
30,48,0,0,0,1,1,0,0,16,0,6.7310200,2,3.8712010 
31,48,0,0,0,1,1,0,0,16,0,6.8297900,3,3.8712010 
32,46,0,0,0,1,1,0,0,16,0,6.9324500,4,3.8286414 
33,48,0,0,0,1,1,0,0,16,0,7.0255400,5,3.8712010 
34,44,0,0,0,1,1,0,0,16,0,7.1309000,6,3.7841896 
35,44,0,0,0,1,1,0,0,16,0,7.2078600,7,3.7841896 
4,21,0,0,1,0,0,1,0,12,0,5.5797300,1,3.0445224 
5,42,0,0,1,0,0,1,0,12,0,5.7333400,2,3.7376696 
6,49,0,0,1,0,0,1,0,12,0,5.7683200,3,3.8918203 
7,49,0,0,1,0,0,1,0,12,0,5.8664700,4,3.8918203 
8,44,0,0,1,0,0,1,0,12,0,6.0661100,5,3.7841896 
9,47,0,0,1,0,0,1,0,12,0,6.2344100,6,3.8501476 
10,48,0,0,1,0,0,1,0,12,0,6.3868800,7,3.8712010 
5,50,1,0,0,0,1,0,1,14,0,6.4216200,1,3.9120230 
6,48,1,0,0,0,1,0,1,14,0,6.3750200,2,3.8712010 
7,48,1,0,0,0,1,0,1,14,0,6.5861700,3,3.8712010 
8,47,1,0,0,0,1,0,1,14,0,6.7627300,4,3.8501476 
9,50,1,0,0,0,1,0,1,14,0,6.7487600,5,3.9120230 
10,49,1,0,0,0,1,0,1,14,0,6.8023900,6,3.8918203 
11,46,1,0,0,0,1,0,1,14,0,6.9392500,7,3.8286414 
12,52,0,1,1,1,1,0,0,17,0,6.7153800,1,3.9512437 
13,50,0,1,1,1,1,0,0,17,0,6.7452400,2,3.9120230 
14,52,0,1,1,1,1,0,0,17,0,6.8824400,3,3.9512437 
15,51,0,1,1,1,1,0,0,17,0,6.9800800,4,3.9318256 
16,50,0,1,1,1,1,0,0,17,0,7.2442300,5,3.9120230 
17,51,0,0,1,1,1,0,0,17,0,7.4383800,6,3.9318256 
18,52,0,0,1,1,1,0,0,17,0,7.1770200,7,3.9512437 
17,48,1,0,0,0,1,0,1,12,0,6.8134400,1,3.8712010 
18,51,1,0,0,0,1,0,1,12,0,6.8824400,2,3.9318256 
19,50,1,0,0,0,1,0,1,12,0,7.0030700,3,3.9120230 
20,49,1,0,0,0,1,0,1,12,0,7.1701200,4,3.8918203 
21,50,1,0,0,0,1,0,1,12,0,7.1777800,5,3.9120230 
22,48,1,0,0,0,1,0,1,12,0,7.2442300,6,3.8712010 
23,48,1,0,0,0,1,0,1,12,0,7.3932600,7,3.8712010 
26,47,1,1,0,1,1,0,1,10,0,5.8693000,1,3.8501476 
27,49,1,1,0,1,1,0,1,10,0,5.8579300,2,3.8918203 
28,38,1,1,0,1,1,0,1,10,0,5.8777400,3,3.6375862 
29,8,0,0,0,1,1,0,0,10,0,5.8579300,4,2.0794415 
30,43,1,1,0,1,1,0,0,10,0,6.5861700,5,3.7612001 
31,52,1,1,0,1,1,0,0,10,0,6.3543700,6,3.9512437 
32,52,1,1,0,1,1,0,0,10,0,6.5861700,7,3.9512437 
10,47,0,1,0,1,1,0,1,12,0,6.2804000,1,3.8501476 
11,26,0,1,0,1,1,0,1,12,0,6.4457200,2,3.2580965 
12,48,0,1,0,1,1,0,1,12,0,6.4800400,3,3.8712010 
13,48,0,1,0,1,1,0,1,12,0,6.7742200,4,3.8712010 
14,48,0,1,0,1,1,0,1,12,0,6.8319500,5,3.8712010 
15,46,0,1,0,1,1,0,1,12,0,6.9077600,6,3.8286414 
16,49,1,1,0,1,1,0,1,12,0,7.0030700,7,3.8918203 
3,49,1,1,0,1,1,0,1,16,0,6.2538300,1,3.8918203 
4,49,1,1,0,1,1,0,1,16,0,6.4614700,2,3.8918203 
5,48,1,1,0,1,1,0,1,16,0,6.5366900,3,3.8712010 
6,47,1,1,0,1,1,0,1,16,0,6.6200700,4,3.8501476 
7,49,0,1,0,1,1,0,1,16,0,6.6359500,5,3.8918203 
8,49,0,1,0,1,1,0,1,16,0,6.7511000,6,3.8918203 
9,50,0,0,0,1,1,0,0,16,0,6.8564600,7,3.9120230 
21,48,1,0,1,1,1,0,0,12,0,6.9057500,1,3.8712010 
22,48,1,0,1,1,1,0,0,12,0,6.9057500,2,3.8712010 
23,48,1,0,1,1,1,0,0,12,0,7.2341800,3,3.8712010 
24,48,1,0,1,1,0,0,0,12,0,7.2998000,4,3.8712010 
25,48,1,0,1,1,1,0,0,12,0,7.3132200,5,3.8712010 
26,48,1,0,1,1,1,0,0,12,0,7.3758800,6,3.8712010 
27,47,1,0,1,1,1,0,0,12,0,7.6187400,7,3.8501476 
17,51,1,1,1,0,1,0,0,12,0,5.5984200,1,3.9318256 
18,50,1,1,1,0,1,0,0,12,0,6.2146100,2,3.9120230 
19,50,1,1,1,0,1,0,0,12,0,6.1092500,3,3.9120230 
20,50,1,1,1,0,1,0,1,12,0,6.2634000,4,3.9120230 
21,48,1,1,1,0,1,0,1,12,0,6.5510800,5,3.8712010 
22,45,1,1,1,0,1,0,1,12,0,6.8023900,6,3.8066625 
23,42,1,1,1,0,1,0,1,12,0,6.9565500,7,3.7376696 
18,48,0,0,1,0,1,0,0,7,0,5.7037800,1,3.8712010 
19,50,0,0,1,0,1,0,0,7,0,5.7203100,2,3.9120230 
20,50,0,0,1,0,1,0,0,7,0,5.9914600,3,3.9120230 
21,50,0,0,1,0,1,0,0,7,0,6.0520900,4,3.9120230 
22,48,0,0,1,0,1,0,0,7,0,6.2146100,5,3.8712010 
23,48,0,0,1,0,1,0,0,7,0,6.2634000,6,3.8712010 
24,49,0,1,1,0,1,0,0,7,0,6.3099200,7,3.8918203 
10,44,1,0,1,1,1,0,0,11,0,6.3543700,1,3.7841896 
11,49,1,0,1,1,1,0,0,11,0,6.3543700,2,3.8918203 
12,50,1,0,1,1,1,0,0,11,0,6.5366900,3,3.9120230 
13,49,1,0,1,1,1,0,0,11,0,6.6066500,4,3.8918203 
14,48,1,0,1,1,1,0,0,11,0,6.6066500,5,3.8712010 
15,48,1,0,1,1,1,0,0,11,0,6.7569300,6,3.8712010 
16,49,1,0,1,1,1,0,0,11,0,6.9517700,7,3.8918203 
7,50,0,0,1,1,0,0,1,14,1,6.0753500,1,3.9120230 
8,50,0,0,1,1,0,0,1,14,1,6.3543700,2,3.9120230 
9,49,0,0,1,1,0,0,1,14,1,6.5861700,3,3.8918203 
10,48,0,0,1,1,0,0,1,14,1,6.5889300,4,3.8712010 
11,46,0,0,1,1,0,0,1,14,1,6.5930400,5,3.8286414 
12,49,0,0,1,1,0,0,1,14,1,6.8426800,6,3.8918203 
13,47,0,0,1,1,0,0,1,14,1,6.9726100,7,3.8501476 
7,44,1,0,0,1,1,0,1,10,0,6.5610300,1,3.7841896 
8,49,1,0,0,1,1,0,1,10,0,6.9057500,2,3.8918203 
9,45,1,0,0,1,1,0,1,10,0,6.7334000,3,3.8066625 
10,49,1,0,0,1,1,0,1,10,0,6.8742000,4,3.8918203 
11,47,1,0,0,1,1,0,1,10,0,7.0343900,5,3.8501476 
12,49,1,0,0,1,1,0,1,10,0,7.0352700,6,3.8918203 
13,39,1,0,0,1,1,0,1,10,0,7.1966900,7,3.6635616 
18,49,0,1,0,1,1,0,1,12,0,6.3561100,1,3.8918203 
19,49,0,1,0,1,1,0,1,12,0,6.4922400,2,3.8918203 
20,49,0,1,0,1,1,0,1,12,0,6.6592900,3,3.8918203 
21,49,0,1,0,1,1,0,1,12,0,6.5694800,4,3.8918203 
22,49,0,1,0,1,1,0,1,12,0,6.8001700,5,3.8918203 
23,49,0,1,0,1,1,0,1,12,0,6.7310200,6,3.8918203 
24,48,0,1,0,1,1,0,1,12,0,6.9256000,7,3.8712010 
32,48,1,0,0,1,1,0,1,9,0,6.9057500,1,3.8712010 
33,52,1,0,0,1,1,0,1,9,0,6.9057500,2,3.9512437 
34,50,1,0,0,1,1,0,1,9,0,6.9565500,3,3.9120230 
35,51,1,0,0,1,1,0,1,9,0,7.0255400,4,3.9318256 
36,43,1,0,0,1,1,0,1,9,0,7.0900800,5,3.7612001 
37,50,1,0,0,1,1,0,1,9,0,7.0900800,6,3.9120230 
38,49,1,0,0,1,1,0,1,9,0,7.2442300,7,3.8918203 
10,49,0,0,0,1,1,0,1,15,0,6.7274300,1,3.8918203 
11,49,0,0,0,1,1,0,1,15,0,6.8023900,2,3.8918203 
12,48,0,0,0,1,1,0,1,15,0,6.8865300,3,3.8712010 
13,48,0,0,0,1,1,0,1,15,0,6.9565500,4,3.8712010 
14,47,0,0,0,1,1,0,1,15,0,7.0900800,5,3.8501476 
15,46,0,0,0,1,1,0,1,15,0,7.2619300,6,3.8286414 
16,43,0,0,0,1,1,0,1,15,0,7.4283300,7,3.7612001 
26,41,1,0,0,1,1,0,1,12,0,6.5525100,1,3.7135721 
27,47,1,0,0,1,1,0,1,12,0,6.6240700,2,3.8501476 
28,32,1,0,0,0,1,0,1,12,0,6.7867200,3,3.4657359 
29,46,1,0,0,0,1,0,1,12,0,6.8308700,4,3.8286414 
30,44,1,0,0,0,1,0,1,12,0,7.0449100,5,3.7841896 
31,45,1,0,0,0,1,0,1,12,0,7.0264300,6,3.8066625 
32,23,1,0,0,0,1,0,1,12,0,7.1356900,7,3.1354942 
31,50,0,0,1,1,1,0,0,12,0,6.5903000,1,3.9120230 
32,50,0,0,1,1,1,0,0,12,0,6.6200700,2,3.9120230 
33,50,0,0,1,1,1,0,0,12,0,6.6528600,3,3.9120230 
34,50,0,0,1,1,1,0,0,12,0,6.7153800,4,3.9120230 
35,51,0,0,1,1,1,0,0,12,0,6.7742200,5,3.9318256 
36,50,1,0,1,1,1,0,0,12,0,6.8564600,6,3.9120230 
37,51,0,0,1,1,1,0,0,12,0,6.9324500,7,3.9318256 
24,46,0,1,0,1,0,0,0,16,0,6.8023900,1,3.8286414 
25,45,0,1,0,1,0,0,0,16,0,6.9057500,2,3.8066625 
26,47,0,1,0,1,1,0,1,16,0,6.9077600,3,3.8501476 
27,49,0,1,0,1,1,0,0,16,0,7.0148100,4,3.8918203 
28,47,0,1,0,1,1,0,0,16,0,7.0387800,5,3.8501476 
29,47,0,1,0,1,1,0,0,16,0,6.9489000,6,3.8501476 
30,49,0,1,0,1,1,0,0,16,0,7.1966900,7,3.8918203 
7,12,1,0,0,1,1,0,1,12,0,6.2728800,1,2.4849066 
8,25,1,0,0,1,1,0,1,12,0,6.4630300,2,3.2188758 
9,49,1,0,0,1,1,0,1,12,0,6.5308800,3,3.8918203 
10,51,1,0,0,1,1,0,1,12,0,6.6695000,4,3.9318256 
11,50,1,0,0,1,1,0,1,12,0,6.6669600,5,3.9120230 
12,50,1,0,0,1,1,0,0,12,0,7.0255400,6,3.9120230 
13,46,1,0,0,1,0,0,0,12,0,7.0255400,7,3.8286414 
22,48,0,0,0,1,0,1,1,12,0,6.1569800,1,3.8712010 
23,47,0,0,0,1,0,1,1,12,0,6.1092500,2,3.8501476 
24,48,0,0,0,1,0,1,1,12,0,6.3368300,3,3.8712010 
25,49,0,0,0,1,0,1,1,12,0,6.3595700,4,3.8918203 
26,48,0,0,0,1,0,1,1,12,0,6.5875500,5,3.8712010 
27,47,0,0,0,1,0,1,1,12,0,6.7129600,6,3.8501476 
28,47,0,0,0,1,0,1,1,12,0,5.8493200,7,3.8501476 
12,50,0,1,1,0,1,0,0,14,0,6.5510800,1,3.9120230 
13,50,0,1,1,1,1,0,0,14,0,6.6200700,2,3.9120230 
14,48,0,1,1,1,1,0,0,14,0,6.7007300,3,3.8712010 
15,49,0,1,1,1,1,0,0,14,0,6.7719400,4,3.8918203 
16,49,0,1,1,1,1,0,0,14,0,6.8564600,5,3.8918203 
17,49,0,1,1,1,1,0,0,14,0,7.0900800,6,3.8918203 
18,49,1,1,1,1,1,0,0,14,0,6.9726100,7,3.8918203 
39,44,1,1,0,1,0,1,1,14,1,5.9480300,1,3.7841896 
40,48,1,1,0,1,0,1,1,14,1,6.0520900,2,3.8712010 
41,35,1,1,0,1,0,1,1,14,1,6.1158900,3,3.5553481 
42,48,1,1,0,1,0,1,1,14,1,6.1800200,4,3.8712010 
43,48,1,1,0,1,0,1,1,14,1,6.2595800,5,3.8712010 
44,48,1,1,0,1,0,1,1,14,1,6.3153600,6,3.8712010 
45,48,1,1,0,1,0,1,1,14,1,6.3681900,7,3.8712010 
8,41,1,0,0,0,1,0,0,14,0,6.2146100,1,3.7135721 
9,42,1,0,0,0,1,0,0,14,0,6.3099200,2,3.7376696 
10,48,1,0,0,1,1,0,1,14,0,6.6846100,3,3.8712010 
11,52,1,0,0,1,1,0,1,14,0,6.7428800,4,3.9512437 
12,51,1,0,0,1,1,0,1,14,0,6.8134400,5,3.9318256 
13,51,1,0,0,1,1,0,1,14,0,6.8023900,6,3.9318256 
14,49,1,0,0,1,1,0,1,14,0,6.9565500,7,3.8918203 
33,41,1,1,0,1,1,0,1,8,0,6.9057500,1,3.7135721 
34,45,1,1,0,1,1,0,1,8,0,6.9057500,2,3.8066625 
35,47,1,1,0,1,1,0,1,8,0,7.1846300,3,3.8501476 
36,46,1,1,0,1,1,0,1,8,0,7.2889300,4,3.8286414 
37,43,1,1,0,1,1,0,1,8,0,7.3908000,5,3.7612001 
38,47,1,1,0,1,1,0,1,8,0,7.4866100,6,3.8501476 
39,46,1,1,0,1,1,0,1,8,0,7.5606000,7,3.8286414 
15,49,1,0,0,1,1,0,0,14,0,6.9057500,1,3.8918203 
16,49,0,0,0,1,1,0,0,14,0,6.9057500,2,3.8918203 
17,49,0,0,0,1,1,0,0,14,0,7.0900800,3,3.8918203 
18,48,0,0,0,1,1,0,0,14,0,7.2442300,4,3.8712010 
19,48,0,0,0,1,1,0,0,14,0,7.3543600,5,3.8712010 
20,48,0,0,0,1,1,0,0,14,0,7.2909700,6,3.8712010 
21,47,0,0,0,1,1,0,0,14,0,7.4673700,7,3.8501476 
20,46,0,0,0,1,0,1,0,12,0,6.2634000,1,3.8286414 
21,49,0,0,0,1,0,1,0,12,0,6.3007900,2,3.8918203 
22,48,0,0,0,1,0,1,0,12,0,6.3969300,3,3.8712010 
23,49,0,0,0,1,0,1,0,12,0,6.3969300,4,3.8918203 
24,49,0,0,0,1,0,1,0,12,0,6.5582000,5,3.8918203 
25,35,0,0,0,1,0,1,0,12,0,6.7742200,6,3.5553481 
26,36,0,0,0,1,0,1,0,12,0,6.8690100,7,3.5835189 
34,6,1,1,0,1,1,0,1,11,0,6.3595700,1,1.7917595 
35,48,1,1,0,1,1,0,1,11,0,6.4567700,2,3.8712010 
36,47,1,1,0,1,1,0,1,11,0,6.6133800,3,3.8501476 
37,45,1,1,0,1,1,0,1,11,0,6.6398800,4,3.8066625 
38,44,1,1,0,1,1,0,1,11,0,6.7742200,5,3.7841896 
39,47,1,1,0,1,1,0,1,11,0,6.7912200,6,3.8501476 
40,47,1,1,0,1,1,0,1,11,0,6.8405500,7,3.8501476 
3,46,0,0,0,0,1,0,0,17,0,6.6200700,1,3.8286414 
4,48,0,0,0,0,1,0,0,17,0,6.6200700,2,3.8712010 
5,48,0,0,0,0,1,0,0,17,0,6.6846100,3,3.8712010 
6,49,0,0,0,0,1,0,0,17,0,6.8875500,4,3.8918203 
7,49,0,0,0,0,1,0,0,17,0,6.8564600,5,3.8918203 
8,49,0,0,0,0,1,0,0,17,0,5.9889600,6,3.8918203 
9,48,0,0,1,1,1,0,0,17,0,6.1268700,7,3.8712010 
28,46,1,1,1,1,1,0,1,12,0,6.3595700,1,3.8286414 
29,47,1,1,1,1,1,0,1,12,0,6.4520500,2,3.8501476 
30,47,1,1,1,1,1,0,1,12,0,6.5294200,3,3.8501476 
31,46,1,1,1,1,1,0,1,12,0,6.6385700,4,3.8286414 
32,46,1,1,1,1,1,0,1,12,0,6.7912200,5,3.8286414 
33,38,1,1,1,1,1,0,1,12,0,6.9565500,6,3.6375862 
34,45,0,1,1,1,1,0,1,12,0,7.0343900,7,3.8066625 
14,44,0,0,0,0,0,1,0,17,0,6.6463900,1,3.7841896 
15,44,0,0,0,0,0,1,1,17,0,6.7153800,2,3.7841896 
16,44,0,0,0,0,0,1,1,17,0,6.7742200,3,3.7841896 
17,44,0,0,0,0,0,1,1,17,0,6.9565500,4,3.7841896 
18,44,0,0,0,0,0,1,1,17,0,6.9565500,5,3.7841896 
19,44,0,0,0,0,0,1,1,17,0,7.2078600,6,3.7841896 
20,41,0,0,0,0,0,1,1,17,0,7.1891700,7,3.7135721 
7,46,1,0,0,1,1,0,1,12,0,6.8023900,1,3.8286414 
8,40,1,0,0,1,1,0,1,12,0,6.9057500,2,3.6888795 
9,45,1,0,0,1,1,0,1,12,0,7.1025000,3,3.8066625 
10,46,1,0,0,1,1,0,1,12,0,7.1276900,4,3.8286414 
11,47,1,0,0,1,1,0,1,12,0,7.1831100,5,3.8501476 
